,,,,,,
,1996.5,2001.5,2006,2010,2013.5,2016.5
,1984,1984,1984,1998,1998,2002
,1995.5,2001.5,2006,2010.5,2013.5,2017.5
,1996.0,2001.5,2006.5,2009.5,2012.5,2017.5
,1996.0,,,,,,,,,2005.5,2012.5,,2021.5
,1998.5,1998.5,2004.0,2007.0,2012.0,2014.5
,,,,2010.5,2014.5,2017.5
