,,,,,,
,1995,2000,2004,2008.5,2013,2015
,1984,1984,1984,1998,1998,2002
,1993.5,1998.5,2004,2008.5,2012.5,2015.5
,1994.0,1999.0,2005.5,2008,2011.5,2016.0
,1991.5,,,,,,,,,2004,2010.5,,2019.5
,1996.5,1998,2002.0,2006,2009.5,2012.0
,,,,2009.5,2012.5,2016.5
